filepath,label,group
BodyWeightSquats/v_BodyWeightSquats_g06_c03.avi,3,06
BodyWeightSquats/v_BodyWeightSquats_g06_c04.avi,3,06
BodyWeightSquats/v_BodyWeightSquats_g06_c05.avi,3,06
BodyWeightSquats/v_BodyWeightSquats_g07_c01.avi,3,07
BodyWeightSquats/v_BodyWeightSquats_g07_c02.avi,3,07
BodyWeightSquats/v_BodyWeightSquats_g07_c03.avi,3,07
BodyWeightSquats/v_BodyWeightSquats_g07_c04.avi,3,07
BodyWeightSquats/v_BodyWeightSquats_g08_c01.avi,3,08
BodyWeightSquats/v_BodyWeightSquats_g08_c02.avi,3,08
BodyWeightSquats/v_BodyWeightSquats_g08_c03.avi,3,08
BodyWeightSquats/v_BodyWeightSquats_g08_c04.avi,3,08
BodyWeightSquats/v_BodyWeightSquats_g10_c01.avi,3,10
BodyWeightSquats/v_BodyWeightSquats_g10_c02.avi,3,10
BodyWeightSquats/v_BodyWeightSquats_g10_c03.avi,3,10
BodyWeightSquats/v_BodyWeightSquats_g10_c04.avi,3,10
BodyWeightSquats/v_BodyWeightSquats_g10_c05.avi,3,10
BodyWeightSquats/v_BodyWeightSquats_g11_c01.avi,3,11
BodyWeightSquats/v_BodyWeightSquats_g11_c02.avi,3,11
BodyWeightSquats/v_BodyWeightSquats_g11_c03.avi,3,11
BodyWeightSquats/v_BodyWeightSquats_g11_c04.avi,3,11
BodyWeightSquats/v_BodyWeightSquats_g13_c01.avi,3,13
BodyWeightSquats/v_BodyWeightSquats_g13_c02.avi,3,13
BodyWeightSquats/v_BodyWeightSquats_g13_c03.avi,3,13
BodyWeightSquats/v_BodyWeightSquats_g13_c04.avi,3,13
BodyWeightSquats/v_BodyWeightSquats_g14_c01.avi,3,14
BodyWeightSquats/v_BodyWeightSquats_g14_c02.avi,3,14
BodyWeightSquats/v_BodyWeightSquats_g14_c03.avi,3,14
BodyWeightSquats/v_BodyWeightSquats_g14_c04.avi,3,14
BodyWeightSquats/v_BodyWeightSquats_g15_c01.avi,3,15
BodyWeightSquats/v_BodyWeightSquats_g15_c02.avi,3,15
BodyWeightSquats/v_BodyWeightSquats_g15_c03.avi,3,15
BodyWeightSquats/v_BodyWeightSquats_g15_c04.avi,3,15
BodyWeightSquats/v_BodyWeightSquats_g16_c01.avi,3,16
BodyWeightSquats/v_BodyWeightSquats_g16_c02.avi,3,16
BodyWeightSquats/v_BodyWeightSquats_g16_c03.avi,3,16
BodyWeightSquats/v_BodyWeightSquats_g16_c04.avi,3,16
BodyWeightSquats/v_BodyWeightSquats_g18_c01.avi,3,18
BodyWeightSquats/v_BodyWeightSquats_g18_c02.avi,3,18
BodyWeightSquats/v_BodyWeightSquats_g18_c03.avi,3,18
BodyWeightSquats/v_BodyWeightSquats_g18_c04.avi,3,18
BodyWeightSquats/v_BodyWeightSquats_g19_c01.avi,3,19
BodyWeightSquats/v_BodyWeightSquats_g19_c02.avi,3,19
BodyWeightSquats/v_BodyWeightSquats_g19_c03.avi,3,19
BodyWeightSquats/v_BodyWeightSquats_g19_c04.avi,3,19
BodyWeightSquats/v_BodyWeightSquats_g21_c01.avi,3,21
BodyWeightSquats/v_BodyWeightSquats_g21_c02.avi,3,21
BodyWeightSquats/v_BodyWeightSquats_g21_c03.avi,3,21
BodyWeightSquats/v_BodyWeightSquats_g21_c04.avi,3,21
BodyWeightSquats/v_BodyWeightSquats_g23_c01.avi,3,23
BodyWeightSquats/v_BodyWeightSquats_g23_c02.avi,3,23
BodyWeightSquats/v_BodyWeightSquats_g23_c03.avi,3,23
BodyWeightSquats/v_BodyWeightSquats_g23_c04.avi,3,23
BodyWeightSquats/v_BodyWeightSquats_g25_c01.avi,3,25
BodyWeightSquats/v_BodyWeightSquats_g25_c02.avi,3,25
BodyWeightSquats/v_BodyWeightSquats_g25_c03.avi,3,25
BodyWeightSquats/v_BodyWeightSquats_g25_c04.avi,3,25
BodyWeightSquats/v_BodyWeightSquats_g25_c05.avi,3,25
BodyWeightSquats/v_BodyWeightSquats_g25_c06.avi,3,25
BodyWeightSquats/v_BodyWeightSquats_g25_c07.avi,3,25
JumpingJack/v_JumpingJack_g04_c01.avi,4,04
JumpingJack/v_JumpingJack_g04_c02.avi,4,04
JumpingJack/v_JumpingJack_g04_c03.avi,4,04
JumpingJack/v_JumpingJack_g04_c04.avi,4,04
JumpingJack/v_JumpingJack_g05_c01.avi,4,05
JumpingJack/v_JumpingJack_g05_c02.avi,4,05
JumpingJack/v_JumpingJack_g05_c03.avi,4,05
JumpingJack/v_JumpingJack_g05_c04.avi,4,05
JumpingJack/v_JumpingJack_g05_c05.avi,4,05
JumpingJack/v_JumpingJack_g05_c06.avi,4,05
JumpingJack/v_JumpingJack_g06_c01.avi,4,06
JumpingJack/v_JumpingJack_g06_c02.avi,4,06
JumpingJack/v_JumpingJack_g06_c03.avi,4,06
JumpingJack/v_JumpingJack_g06_c04.avi,4,06
JumpingJack/v_JumpingJack_g06_c05.avi,4,06
JumpingJack/v_JumpingJack_g06_c06.avi,4,06
JumpingJack/v_JumpingJack_g06_c07.avi,4,06
JumpingJack/v_JumpingJack_g07_c01.avi,4,07
JumpingJack/v_JumpingJack_g07_c02.avi,4,07
JumpingJack/v_JumpingJack_g07_c03.avi,4,07
JumpingJack/v_JumpingJack_g07_c04.avi,4,07
JumpingJack/v_JumpingJack_g07_c05.avi,4,07
JumpingJack/v_JumpingJack_g08_c01.avi,4,08
JumpingJack/v_JumpingJack_g08_c02.avi,4,08
JumpingJack/v_JumpingJack_g08_c03.avi,4,08
JumpingJack/v_JumpingJack_g08_c04.avi,4,08
JumpingJack/v_JumpingJack_g10_c01.avi,4,10
JumpingJack/v_JumpingJack_g10_c02.avi,4,10
JumpingJack/v_JumpingJack_g10_c03.avi,4,10
JumpingJack/v_JumpingJack_g10_c04.avi,4,10
JumpingJack/v_JumpingJack_g10_c05.avi,4,10
JumpingJack/v_JumpingJack_g10_c06.avi,4,10
JumpingJack/v_JumpingJack_g11_c01.avi,4,11
JumpingJack/v_JumpingJack_g11_c02.avi,4,11
JumpingJack/v_JumpingJack_g11_c03.avi,4,11
JumpingJack/v_JumpingJack_g11_c04.avi,4,11
JumpingJack/v_JumpingJack_g13_c01.avi,4,13
JumpingJack/v_JumpingJack_g13_c02.avi,4,13
JumpingJack/v_JumpingJack_g13_c03.avi,4,13
JumpingJack/v_JumpingJack_g13_c04.avi,4,13
JumpingJack/v_JumpingJack_g13_c05.avi,4,13
JumpingJack/v_JumpingJack_g13_c06.avi,4,13
JumpingJack/v_JumpingJack_g13_c07.avi,4,13
JumpingJack/v_JumpingJack_g14_c01.avi,4,14
JumpingJack/v_JumpingJack_g14_c02.avi,4,14
JumpingJack/v_JumpingJack_g14_c03.avi,4,14
JumpingJack/v_JumpingJack_g14_c04.avi,4,14
JumpingJack/v_JumpingJack_g15_c01.avi,4,15
JumpingJack/v_JumpingJack_g15_c02.avi,4,15
JumpingJack/v_JumpingJack_g15_c03.avi,4,15
JumpingJack/v_JumpingJack_g15_c04.avi,4,15
JumpingJack/v_JumpingJack_g16_c01.avi,4,16
JumpingJack/v_JumpingJack_g16_c02.avi,4,16
JumpingJack/v_JumpingJack_g16_c03.avi,4,16
JumpingJack/v_JumpingJack_g16_c04.avi,4,16
JumpingJack/v_JumpingJack_g18_c01.avi,4,18
JumpingJack/v_JumpingJack_g18_c02.avi,4,18
JumpingJack/v_JumpingJack_g18_c03.avi,4,18
JumpingJack/v_JumpingJack_g18_c04.avi,4,18
JumpingJack/v_JumpingJack_g19_c01.avi,4,19
JumpingJack/v_JumpingJack_g19_c02.avi,4,19
JumpingJack/v_JumpingJack_g19_c03.avi,4,19
JumpingJack/v_JumpingJack_g19_c04.avi,4,19
JumpingJack/v_JumpingJack_g19_c05.avi,4,19
JumpingJack/v_JumpingJack_g19_c06.avi,4,19
JumpingJack/v_JumpingJack_g19_c07.avi,4,19
JumpingJack/v_JumpingJack_g21_c01.avi,4,21
JumpingJack/v_JumpingJack_g21_c02.avi,4,21
JumpingJack/v_JumpingJack_g21_c03.avi,4,21
JumpingJack/v_JumpingJack_g21_c04.avi,4,21
JumpingJack/v_JumpingJack_g23_c01.avi,4,23
JumpingJack/v_JumpingJack_g23_c02.avi,4,23
JumpingJack/v_JumpingJack_g23_c03.avi,4,23
JumpingJack/v_JumpingJack_g23_c04.avi,4,23
JumpingJack/v_JumpingJack_g25_c01.avi,4,25
JumpingJack/v_JumpingJack_g25_c02.avi,4,25
JumpingJack/v_JumpingJack_g25_c03.avi,4,25
JumpingJack/v_JumpingJack_g25_c04.avi,4,25
JumpingJack/v_JumpingJack_g25_c05.avi,4,25
JumpingJack/v_JumpingJack_g25_c06.avi,4,25
JumpingJack/v_JumpingJack_g25_c07.avi,4,25
PushUps/v_PushUps_g04_c01.avi,5,04
PushUps/v_PushUps_g04_c02.avi,5,04
PushUps/v_PushUps_g04_c03.avi,5,04
PushUps/v_PushUps_g04_c04.avi,5,04
PushUps/v_PushUps_g04_c05.avi,5,04
PushUps/v_PushUps_g05_c01.avi,5,05
PushUps/v_PushUps_g05_c02.avi,5,05
PushUps/v_PushUps_g05_c03.avi,5,05
PushUps/v_PushUps_g05_c04.avi,5,05
PushUps/v_PushUps_g06_c01.avi,5,06
PushUps/v_PushUps_g06_c02.avi,5,06
PushUps/v_PushUps_g06_c03.avi,5,06
PushUps/v_PushUps_g06_c04.avi,5,06
PushUps/v_PushUps_g07_c01.avi,5,07
